Area,Id,LOCALITY_I,Perimeter,value,file.name
409.6210974,0,L923357,8.123751837,190,esa_globcover_hs
11.83772529,0,L2314029,1.803885894,190,esa_globcover_hs
41.52692277,0,L1070558,3.403294442,20,esa_globcover_hs
108.0565067,0,L2205485,8.383377561,190,esa_globcover_hs
195.1515519,0,L945563,7.491118318,190,esa_globcover_hs
688.9089054,0,L938388,11.58241077,190,esa_globcover_hs
75.04806455,0,L342893,4.211326752,70,esa_globcover_hs
380.0643874,0,L663110,7.900171122,50,esa_globcover_hs
203.8869419,0,L2468319,7.213091601,190,esa_globcover_hs
813.4974407,0,L806691,13.13482194,190,esa_globcover_hs
274.5874481,0,L165056,6.777135664,190,esa_globcover_hs
27.44461616,0,L2161102,2.088819629,190,esa_globcover_hs
40.88619848,0,L1448462,6.585374467,190,esa_globcover_hs
48.74494516,0,L1409960,4.207193165,190,esa_globcover_hs
31.32391737,0,L3187356,4.290778941,190,esa_globcover_hs
83.33875035,0,L2390329,4.021541947,190,esa_globcover_hs
18.00116307,0,L312198,1.80251158,190,esa_globcover_hs
59.78429576,0,L196159,3.463815592,190,esa_globcover_hs
144.3757788,0,L275836,5.691863051,190,esa_globcover_hs
83.63361068,0,L807500,6.47805541,190,esa_globcover_hs
33.92931433,0,L634615,3.061784846,70,esa_globcover_hs
147.3843367,0,L447381,5.598376426,70,esa_globcover_hs
193.0574293,0,L919153,6.271403326,190,esa_globcover_hs
10.72610792,0,L2531682,1.639869598,190,esa_globcover_hs
8.658871484,0,L2531687,1.596830405,190,esa_globcover_hs
82.2925033,0,L2041660,3.686770374,190,esa_globcover_hs
281.8079743,0,L945869,7.917616955,190,esa_globcover_hs
20.295477,0,L1007610,2.118178555,190,esa_globcover_hs
3.529576952,0,L1206404,1.042346446,190,esa_globcover_hs
25.03211447,0,L1896576,1.918820091,120,esa_globcover_hs
4.643658481,0,L1284799,1.046470945,100,esa_globcover_hs
7.054897622,0,L598129,1.108911737,190,esa_globcover_hs
7.750115788,0,L1014322,1.1395047,190,esa_globcover_hs
4.908590966,0,L389608,1.26595499,190,esa_globcover_hs
671.2881167,0,L109439,14.74217781,70,esa_globcover_hs
27.25148609,0,L419667,1.9939401,70,esa_globcover_hs
74.99682478,0,L590796,5.473325974,70,esa_globcover_hs
155.706136,0,L486301,6.404377203,70,esa_globcover_hs
5.404973654,0,L1074046,1.0048047,70,esa_globcover_hs
202.9866002,0,L456488,7.538904307,130,esa_globcover_hs
148.6685496,0,L796467,6.166389618,70,esa_globcover_hs
12.94475035,0,L246035,1.63351686,190,esa_globcover_hs
699.5155119,0,L453412,12.2642329,70,esa_globcover_hs
3.737196655,0,L241804,0.931712593,190,esa_globcover_hs
10.56080261,0,L208734,1.813471768,70,esa_globcover_hs
19.00362924,0,L834368,3.117662103,70,esa_globcover_hs
26.91715066,0,L2875912,2.256211723,140,esa_globcover_hs
38.9454954,0,L250958,2.646238463,130,esa_globcover_hs
5.564527258,0,L622087,0.999373874,130,esa_globcover_hs
62.48892426,0,L227274,3.622011139,14,esa_globcover_hs
96.84988008,0,L250145,4.795861467,130,esa_globcover_hs
221.92285,0,L797450,6.048442742,130,esa_globcover_hs
7.442667215,0,L2107980,1.786392089,110,esa_globcover_hs
76.90147549,0,L834429,5.118132766,110,esa_globcover_hs
16.03374622,0,L385285,1.731909734,30,esa_globcover_hs
89.83552913,0,L299578,4.033944585,190,esa_globcover_hs
69.36152985,0,L889273,3.514993998,70,esa_globcover_hs
93.73892113,0,L1743685,4.17784758,70,esa_globcover_hs
34.0470971,0,L588572,3.552011792,70,esa_globcover_hs
319.0909037,0,L684445,8.24315392,70,esa_globcover_hs
37.42166983,0,L883813,2.56518368,70,esa_globcover_hs
217.5057554,0,L732477,6.138825815,30,esa_globcover_hs
105.5116638,0,L343087,5.393706839,70,esa_globcover_hs
